fid,objectid,area,perimeter,air_020107,air_20108,r_code,ind_name,aiana,aiana_desc,ind_source,ind_scale,entity,org_code,fed_regist,region_cod,region_nam,agency_nam,self_gover,osgt_code,osgt_assoc,native_cor,mail_name,state,cnty_st,tot_area,tribe_area,allot_area,fed_area,labor_tot,hsgrad_pct,colgrad_pc,unemploy_p,inc_percap,pop_tot,tribal_num,treaty,tribal_est,gov_type,econ_sourc,gaming,med_fac,sq_miles,acres,agency_cod,poi_on_ima,field_veri,shape_leng,shape_le_1,shape_le_2,irmp_plan,short_name,shape_le_3,shape_area
346,0,1533998.43212,4510.339946,114,11089,Z294,Manley Hot Springs,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Manley Hot Springs Village,E03294,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,"Doyon, Ltd.",Bean Ridge Corporation,AK,unorganized borough AK,69120,0,0,0,72,69.6,13,12.5,10160,96,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Retail; government; mining; tourism; transportation,false,clinic,54.265691,379.051052,E03,,,4510.339968,0,0,,,4510.339968,1533998.45395
347,0,1532593.898,4425.053791,136,11067,Z295,Manokotak,ANV,Alaska Native Village,TIGER95,"1:100,000",Manokotak Village,E01295,true,ALA,Alaska,Anchorage Field Office,true,OSGT809,Bristol Bay Native Assn.,Bristol Bay Native Corporation,"Manakotak Natives, Ltd.",AK,unorganized borough AK,125620,0,0,0,118,59.8,3,16.1,5872,385,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1970),Traditional village council,Fishing; subsistence; government; retail; transportation,false,clinic,1.170561,378.703793,E01,,,4425.053808,0,0,,,4425.053808,1532593.91163
348,0,14473544.7823,19545.72455,10738,373,R579,Manzanita Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Manzanita Band of Diegueno Mission Indians of the Manzanita Reservation, California",J54579,true,PAC,Pacific,Southern California Agency,true,OSGT579,,,Manzanita Band of Mission Indians,CA,San Diego CA,3579,0,0,0,17,60.9,8.7,0,9876,66,67,1893 under Act of 1891,IRA constitution & bylaws approved 1976,General council headed by a chairperson,Agriculture; government,false,clinic on nearby Campo Reservation,5.588245,3576.413193,J54,,,19545.724808,0,0,,,19545.724808,14473544.9473
349,0,85331333.5297,63318.010761,10896,158,R612,Maricopa (Ak-Chin) Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Ak Chin Indian Community of the Maricopa (Ak Chin) Indian Reservation, Arizona",H57612,true,WES,Western,Pima Agency,false,,,,Ak-Chin Indian Community,AZ,"Pinal, AZ",21840,21840,0,0,230,68.2,0,5.2,11150,495,525,"Executive Order on May 28, 1912",Articles of Association approved December 1961,3 member Community Council,"Farming, industrial park, small businesses, government as employer, tourism",true,USPHS hospital in Sacaton and Phoenix Indian Medical Center,32.946476,21085.370656,H57,,,63318.010448,0,0,,,63318.010448,85331333.3514
350,0,1535316.58595,4457.276092,73,11130,Z297,Marshall,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Marshall (aka Fortuna Ledge),E02297,true,ALA,Alaska,Bethel Field Office,false,,,Calista Corporation,"Maserculiq, Incorporated",AK,unorganized borough AK,115200,0,0,0,100,49.6,1.6,19,6881,273,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1970),Traditional council presided over by a chairman,Fishing; public service; subsistence; government; retail;,false,clinic,4.490987,379.3768,E02,,,4457.276045,0,0,,,4457.276045,1535316.56095
351,0,1535329.06222,4515.242981,19,11184,Z299,Mary's Igloo,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Mary's Igloo,E04299,true,ALA,Alaska,Nome Agency,true,OSGT816,"Kawerak, Inc.",Bering Straits Native Corporation,Mary's Igloo Native Corporation,AK,unorganized borough AK,0,0,0,0,0,0,0,0,0,0,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional council,Subsistence,false,"none; nearest health care is in Teller, 45 miles west",7.622224,379.379763,E04,,,4515.242992,0,0,,,4515.242992,1535329.06794
352,0,4977557.72719,29867.903083,3578,7621,T020,Mashantucket Pequot Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Mashantucket Pequot Tribe of Connecticut,S00020,true,EAS,Eastern,Eastern Regional Office,false,,,,Mashantucket Pequot Tribe,CT,"New London, CT",0,2000,0,0,23,76.2,9.5,21.7,10271,71,310,2000 land grant confirmed by Colony of Connecticut in 1660s,Federally recognized in 1983,7 member Tribal Council,Gaming,true,,1.921838,1229.95428,S00,,,29867.902158,0,0,,,29867.902158,4977557.66498
353,0,9797.56926,395.939726,6047,5152,R484,Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians of Mich,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians of Michigan,F60484,true,MID,Midwest,Michigan Agency,false,,,,Match-E-Be-Nash-She-Wish Band  Pottawatomi Indians,MI,Allegan MI,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,0.003783,2.420927,F60,,,395.9396,0,0,,,395.9396,9797.563001
354,0,1534108.11817,4471.530721,112,11091,Z303,McGrath,ANV,Alaska Native Village,CENSUS2000,"1:500,000",McGrath Native Village,E03303,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,"Doyon, Ltd.",MTNT Limited,AK,unorganized borough AK,92160,0,0,0,243,67,8.7,9.9,7802,528,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1975),Traditional village council presided over by a chairman,Transportation; government; retail; tourism; subsistence,false,health center,54.493269,379.07826,E03,,,4471.530697,0,0,,,4471.530697,1534108.10851
355,0,9797.217601,395.932572,6261,4938,R531,"Mechoopda Indian Tribe of Chico Rancheria, California",FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000","Mechoopda Indian Tribe of Chico Rancheria, California",J51531,true,PAC,Pacific,Central California Agency,false,,,,Mechoopda Indian Tribe,CA,Butte CA,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,1.311455,2.420927,J51,,,395.9326,0,0,,,395.9326,9797.219028
356,0,1535270.82306,4440.018037,60,11143,Z307,Mekoryuk,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Mekoryuk,E02307,true,ALA,Alaska,Bethel Field Office,false,,,Calista Corporation,Nima Corporation,AK,unorganized borough AK,115200,0,0,0,54,60,6.3,16.7,5534,177,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1969),Indian Reorganization Act council,Government; fishing; construction; retail; manufacturing,false,clinic,7.357206,379.365525,E02,,,4440.018053,0,0,,,4440.018053,1535270.83762
357,0,945464910.803,136285.850079,1887,9316,R440,Menominee Reservation,AIR,American Indian Reservation,LTM,"1:24,000",Menominee Indian Tribe of Wisconsin,F58440,true,MID,Midwest,Midwest Regional Office,false,,,,Menominee Indian Tribe of Wisconsin,WI,Menominee  WI,235000,0,0,0,1009,59.4,2.8,21.9,4738,3411,7202,Treaty of 1854,Constitution & bylaws adopted in 1977,"9 Member Tribal Legislature, tribal judiciary, general council","Construction, forestry, government as employer, retail/service businesses, tourism",true,"Health clinic, dentist, ambulance service",365.04457,233624.379947,F58,,,136285.85009,0,0,,,136285.85009,945464911.13
358,0,40924.434742,809.221954,2068,9131,R440,Menominee Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,LTM,"1:24,000",Menominee Indian Tribe of Wisconsin,F58440,true,MID,Midwest,Midwest Regional Office,false,,,,Menominee Indian Tribe of Wisconsin,WI,Menominee  WI,235000,0,0,0,1009,59.4,2.8,21.9,4738,3411,7202,Treaty of 1854,Constitution & bylaws adopted in 1977,"9 Member Tribal Legislature, tribal judiciary, general council","Construction, forestry, government as employer, retail/service businesses, tourism",true,"Health clinic, dentist, ambulance service",0.015801,10.112659,F58,,,809.221918,0,0,,,809.221918,40924.431145
359,0,1535350.85361,4471.96013,175,11028,Z309,Mentasta Lake,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Mentasta Traditional Council (formerly Mentasta Lake Village),E01309,true,ALA,Alaska,Anchorage Field Office,false,,,"Ahtna, Incorporated","Ahtna, Inc.",AK,unorganized borough AK,59120,0,0,0,16,35,0,18.8,3252,96,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Subsistence; construction; government,false,clinic,89.125715,379.385556,E01,,,4471.96008,0,0,,,4471.96008,1535350.8242
360,0,32915889.5026,64121.350095,10309,823,R580,Mesa Grande Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000","Mesa Grande Band of Diegueno Mission Indians of the Mesa Grande Reservation, California",J54580,true,PAC,Pacific,Southern California Agency,false,,,,Mesa Grande Band of Mission Indians,CA,San Diego CA,1000,0,0,0,9,64.5,0,22.2,4890,63,0,,,,,false,,12.708846,8133.517257,J54,,,64121.35045,0,0,,,64121.35045,32915889.4763
361,0,1864517347.32,202811.91845,10950,104,R702,Mescalero Apache Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Mescalero Apache Tribe of the Mescalero Reservation, New Mexico",M60702,true,SWT,Southwest,Mescalero Agency,false,,,,Mescalero Apache Reservation,NM,"Otero, NM",460679,460679,0,460679,0,65.6,1.3,35.5,16536,3619,3487,"Treaty on 7/1/1852, executive orders issued 1873/74/75/82/83","IRA, constitution & bylaws ratified March 25, 1936 & revised December 18, 1964",10 member Tribal Council,"Farming, livestock, fuel storage facility, fisheries, forestry, government as employer, tourism",true,"IHS clinic, additional services in Ruidoso and Alamogordo",719.891277,460722.243284,M60,,,202811.918583,0,0,,,202811.918583,1864517347.45
362,0,9797.217601,395.932572,7483,3707,R925,Miami Tribe of Oklahoma,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",Miami Tribe of Oklahoma,G04925,true,EOK,Eastern Oklahoma,Miami Field Office,true,,,,Miami Tribe of Oklahoma,OK,Ottawa OK,131,131,0,0,0,0,0,0,0,393,1450,1846 forced to relocate to Ottawa County from Ohio,"Constitution & bylaws adopted on August 16, 1939","Tribal Council of all members over 18, Business Committee","Government, retail/service businesses, trucking company",true,USPHS facility in Miami,27.912071,2.420927,G04,,,395.9326,0,0,,,395.9326,9797.219028
363,0,332101549.636,107976.213342,11048,6,T026,Miccosukee Reservation,AIR,American Indian Reservation,CENSUS2000,"1:500,000",Miccosukee Tribe of Indians of Florida,S00026,true,EAS,Eastern,Eastern Regional Office,false,,,,Miccosukee Tribe of Florida Indians,FL,"Dade, FL",75145,0,0,333,295,18.5,0,0,5462,72,550,Florida State Indian Reservation dedicated to tribe by state,"Federally recognized in 1962, constitution & bylaws adopted January 1962","General Council, Business Council","Retail/service businesses, government as employer, agriculture, aquaculture",true,USPHS clinic,128.224589,82062.281108,S00,,,107976.213516,0,0,,,107976.213516,332101549.287
364,0,493037.33321,3094.802895,6341,4857,R528,Middletown Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000",Middletown Rancheria of Pomo Indians of California,J51528,true,PAC,Pacific,Central California Agency,false,,,,Middletown Rancheria of Pomo Indians,CA,Lake CA,109,0,0,109,3,100,0,66.7,6323,76,0,Secretary of Interior established reservation 1910,IRA constitution,General Council headed by a spokesperson,Tourism,true,,0.190362,121.829545,J51,,,3094.802833,0,0,,,3094.802833,493037.305966
365,0,12834224.0955,73197.975482,1494,9709,R410,Mille Lacs Reservation,AIR,American Indian Reservation,LTM,"1:24,000","Minnesota Chippewa Tribe, Mille Lacs Band, Minnesota",F50410,true,MID,Midwest,Minnesota Agency,true,OSGT410,,,The Mille Lacs Band of Ojibwe,MN,Mille Lacs; Aitkin; Crow Wing;  Pine  MN,61000,3500,0,0,335,37.3,5.9,3.4,7000,1151,2801,1855,1934 IRA; constitution & bylaws approved in 1939,Reservation Business Committee (5 members)/Tribal Executive Committee,"Agriculture, fisheries, forestry, government as employer, tourism",true,"Ne-Ia-Shing Clinic, dental, pharmacy",6.609647,3171.3371,F50,,,73197.975664,0,0,,,73197.975664,12834224.147
366,0,6772119.99606,46557.62782,1492,9711,R410,Mille Lacs Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,CENSUS2000,"1:500,000","Minnesota Chippewa Tribe, Mille Lacs Band, Minnesota",F50410,true,MID,Midwest,Minnesota Agency,true,OSGT410,,,The Mille Lacs Band of Ojibwe,MN,Mille Lacs; Aitkin; Crow Wing;  Pine  MN,61000,3500,0,0,335,37.3,5.9,3.4,7000,1151,2801,1855,1934 IRA; constitution & bylaws approved in 1939,Reservation Business Committee (5 members)/Tribal Executive Committee,"Agriculture, fisheries, forestry, government as employer, tourism",true,"Ne-Ia-Shing Clinic, dental, pharmacy",2.614723,1673.39284,F50,,,46557.62855,0,0,,,46557.628551,6772120.07654
367,0,1701716.1531,15764.544278,1416,9787,R420,Minnesota (Chippewa) Homestead Trust Lands,ORTL,Trust Land related to a Federally Recognized Reservation,CENSUS2000,"1:500,000","Minnesota Chippewa Tribe, Minnesota",F53400,true,MID,Midwest,Minnesota Agency,false,,,,,,St. Louis MN,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,0.657034,420.49421,F53,,,15764.544343,0,0,,,15764.544343,1701716.2339
368,0,1535321.44054,4515.101207,117,11086,Z314,Minto,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Minto,E03314,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,"Doyon, Ltd.",Seph-de-ye-ah Corporation,AK,unorganized borough AK,115200,0,0,0,58,31.4,0,60.3,5340,218,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Indian Reorganization Act council,Subsistence; government; transportation,false,clinic,138.686331,379.378046,E03,,,4515.101187,0,0,,,4515.101187,1535321.42123
369,0,290462410.649,100106.49255,7303,3894,R650,Moapa River Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada",H69650,true,WES,Western,Southern Paiute Field Office,false,,,,Moapa Band of Paiute Indians,NV,"Clark, NV",71954,71954,0,71954,105,97,0,0,5653,425,287,"Executive Order on March 12, 1873","IRA, constitution & bylaws ratified on April 17, 1942",3 member Business Council,"Agriculture, ephemeral ranching, government as employer, retail/service businesses, tourism",true,"IHS service contract in Las Vegas, hospital in Las Vegas & IHS hospital at Walker River",112.147716,71773.265109,H69,,,100106.492632,0,0,,,100106.492632,290462411.043
370,0,9797.217601,395.932572,7510,3680,R927,Modoc Tribe of Oklahoma,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",Modoc Tribe of Oklahoma,G04927,true,EOK,Eastern Oklahoma,Miami Field Office,true,OSGT927,,,Modoc Tribe of Oklahoma,OK,Ottawa OK,131,131,0,0,0,0,0,0,0,393,200,"1874 land purchased in Indian Territory, OK","Constitution & bylaws adopted on May 25, 1978","Elected Council, Tribal Council consists of all memebers over 18","Ranching, teaching, small business, other professions",true,,6.018247,2.420927,G04,,,395.9326,0,0,,,395.9326,9797.219028
371,0,1877653.92421,9563.439364,3722,7477,T033,Mohegan Indian Tribe of Connecticut,AIR,American Indian Reservation,CENSUS2000,"1:500,000",Mohegan Indian Tribe of Connecticut,S00033,true,EAS,Eastern,Eastern Regional Office,true,OSGT033,,,Mohegan Tribe of Indians of Connecticut,CT,"New London, CT",244,382,0,244,0,0,0,0,3048,0,1088,1861,Federally recognized in 1994 & amended constitution,9 member Tribal Council,"Government as employer, gaming",true,,0.724964,463.968678,S00,,,9563.439411,0,0,,,9563.439411,1877653.96055
372,0,8456656.28639,15789.344013,1815,9388,R437,Mole Lake Reservation,AIR,American Indian Reservation,LTM,"1:24,000","Sokaogon Chippewa Community, Wisconsin",F55437,true,MID,Midwest,Great Lakes Agency,false,,,,Sokaogon Chippewa Community,WI,Forest  WI,1750,0,0,1750,198,56.3,0,45.2,3465,616,1600,1938 under 1934 IRA,Incorporated in 1938 under the Indian Reorganization Act,Tribal Council,"Construction, fisheries, forestry, government as employer, wild rice",true,Health care provided by both IHS & tribe,3.265122,2089.641126,F55,,,15789.343865,0,0,,,15789.343865,8456656.21938
373,0,436465.865998,3997.997089,5688,5511,RE36,Montgomery Creek Rancheria,AIR,American Indian Reservation,USBR,-8888,"Pit River Tribe, California   - Montgomery Creek Rancheria",J52536,true,PAC,Pacific,No. California Field Office,false,,,,Pit River Tribe,CA,Shasta CA,72,0,0,0,4,0,0,50,4313,8,0,Secretary of Interior established 1915,Constitution approved 1987,Tribal council headed by a chairperson,Agriculture; forestry; government,true,Clinic in Burney; hospitals and clinics in Redding 34 miles away,0.16852,107.850623,J52,,,3997.997153,0,0,,,3997.997153,436465.886149
374,0,268277.700347,3072.741751,6294,4905,R626,Mooretown Rancheria,AIR,American Indian Reservation,CENSUS2000,"1:500,000",Mooretown Rancheria of Maidu Indians of California,J51626,true,PAC,Pacific,Central California Agency,false,,,,Mooretown Rancheria,CA,Butte CA,0,0,0,0,0,0,0,0,0,0,0,,,,,true,,0.103582,66.291348,J51,,,3072.741646,0,0,,,2791.779955,268277.68144
375,0,134689078.014,164850.977401,8896,2243,R582,Morongo Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Morongo Band of Cahuilla Mission Indians of the Morongo Reservation, California",J54582,true,PAC,Pacific,Southern California Agency,false,,,,Morongo Band of Mission Indians,CA,Riverside CA,32362,0,0,0,200,56.3,2.5,14.5,6438,1109,996,Executive Order 1877,,Tribal council headed by a chairperson,Tourism; mining (sand & gravel),true,clinic; San Gorgonio Memorial Hospital in nearby Banning,52.003538,33281.67373,J54,,,164850.977834,0,0,,,164850.977834,134689078.029
376,0,14702499.6986,37228.651177,353,10850,R109,Muckleshoot Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Muckleshoot Indian Tribe of the Muckleshoot Reservation, Washington",P10109,true,NWT,Northwest,Puget Sound Field Office,true,OSGT109,,,Muckleshoot Indian Tribe,WA,King WA,3840,690,0,1096,1484,0,0,0,0,3238,1008,Executive Order 1857,Constitution & charter ratified in 1941,Tribal council & General council headed by a general manager,Fishing; government; agriculture; construction; retail; tourism,true,clinic,5.676642,3632.986542,P10,,,37228.651167,0,0,,,37228.651167,14702499.6557
377,0,95937.86977,1331.380982,362,10841,R109,Muckleshoot Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,CENSUS2000,"1:500,000","Muckleshoot Indian Tribe of the Muckleshoot Reservation, Washington",P10109,true,NWT,Northwest,Puget Sound Field Office,true,OSGT109,,,Muckleshoot Indian Tribe,WA,King WA,3840,690,0,1096,1484,0,0,0,0,3238,1008,Executive Order 1857,Constitution & charter ratified in 1941,Tribal council & General council headed by a general manager,Fishing; government; agriculture; construction; retail; tourism,true,clinic,0.037042,23.706341,P10,,,1331.38078,0,0,,,1331.38078,95937.861687
